drug_name,num_prescriber,total_cost
NIACIN ER,1,8262
TAMSULOSIN HCL,1,8256
ALBUTEROL SULFATE,1,8254
VALSARTAN-HYDROCHLOROTHIAZIDE,3,8209
LEVEMIR,1,8203
VESICARE,1,8193
ATORVASTATIN CALCIUM,1,8187
GABAPENTIN,1,8184
VOLTAREN,1,8172
TIZANIDINE HCL,1,8171
DIVALPROEX SODIUM ER,1,8166
AMITIZA,1,8155
AGGRENOX,1,8151
RALOXIFENE HCL,1,8119
ARIPIPRAZOLE,1,8118
LEVOTHYROXINE SODIUM,1,8106
ILEVRO,1,8086
NASONEX,1,8083
ARIPIPRAZOLE,1,8082
POTASSIUM CHLORIDE,1,8038
ANORO ELLIPTA,1,8025
ARIPIPRAZOLE,1,8016
XARELTO,1,7999
LIDOCAINE,1,7994
FENTANYL,1,7992
FLOVENT HFA,1,7989
AMLODIPINE BESYLATE,1,7982
LEVEMIR FLEXTOUCH,1,7979
SPIRIVA,1,7961
URSODIOL,1,7958
TOFRANIL,1,7949
INVOKANA,1,7934
XARELTO,3,7918
LANTUS SOLOSTAR,1,7899
NAMENDA,1,7883
AMITIZA,1,7879
DESMOPRESSIN ACETATE,1,7865
NOVOLIN 70-30,1,7864
MYCOPHENOLATE MOFETIL,1,7849
DULOXETINE HCL,1,7831
SEROQUEL XR,1,7827
XARELTO,1,7826
SPIRIVA,1,7822
SPIRIVA,1,7822
PATADAY,1,7822
AMITIZA,1,7820
TRADJENTA,1,7818
ADVAIR DISKUS,1,7814
NAMENDA,1,7814
FUROSEMIDE,1,7799
LYRICA,1,7797
TAMSULOSIN HCL,1,7796
LANTUS,1,7792
CREON,1,7790
LYRICA,1,7787
ATORVASTATIN CALCIUM,1,7779
CYCLOBENZAPRINE HCL,1,7777
NEXIUM,1,7775
DILTIAZEM 24HR CD,2,7767
NAMENDA,1,7761
VICTOZA 3-PAK,1,7751
CHANTIX,1,7744
MORPHINE SULFATE ER,1,7729
CRESTOR,1,7728
LANTUS,1,7726
METOPROLOL SUCCINATE,1,7726
INVOKANA,1,7725
BENICAR HCT,1,7720
SYMBICORT,1,7719
ADVAIR DISKUS,1,7719
NEXIUM,1,7713
RESTASIS,1,7699
PRADAXA,1,7698
JANUMET,1,7686
NOVOLOG FLEXPEN,1,7676
VESICARE,1,7673
DENAVIR,1,7671
ZETIA,1,7659
ATROVENT HFA,1,7653
SPIRIVA,1,7653
NADOLOL,1,7647
BREO ELLIPTA,1,7644
SPIRIVA,1,7628
DRONABINOL,1,7627
CRESTOR,1,7622
TEKTURNA,1,7620
HUMALOG MIX 75-25 KWIKPEN,1,7611
CRESTOR,1,7606
QUETIAPINE FUMARATE,1,7602
HUMALOG MIX 75-25,1,7592
MULTAQ,1,7572
AGGRENOX,1,7553
PROAIR HFA,1,7553
NOVOLOG,1,7540
PREDNISOLONE ACETATE,1,7539
BUDESONIDE,1,7531
NAMENDA XR,1,7529
LYRICA,1,7521
PROAIR HFA,1,7508
TOLTERODINE TARTRATE ER,1,7494
AZOPT,1,7483
LEVEMIR,1,7482
SEROQUEL XR,1,7473
LANTUS,1,7460
OMEPRAZOLE,1,7451
COMBIGAN,1,7439
AGGRENOX,1,7437
TRULICITY,1,7436
LYRICA,1,7428
BENICAR HCT,1,7419
LYRICA,1,7399
VASCEPA,1,7397
FUROSEMIDE,1,7391
TRAVATAN Z,1,7387
DILTIAZEM 24HR ER,2,7373
ULORIC,1,7368
JANUMET XR,1,7367
LEVEMIR FLEXTOUCH,1,7366
LEVEMIR FLEXTOUCH,1,7360
CLOPIDOGREL,1,7356
ADVAIR DISKUS,1,7351
LEVEMIR FLEXTOUCH,1,7347
HYDROCODONE-ACETAMINOPHEN,1,7339
FLOVENT HFA,1,7325
INVOKANA,1,7317
DIVALPROEX SODIUM,1,7314
NOVOLIN R,1,7314
NEXIUM,1,7304
METOPROLOL SUCCINATE,1,7298
CELECOXIB,1,7296
PREDNISOLONE ACETATE,1,7296
CLONIDINE,1,7295
LOSARTAN POTASSIUM,1,7288
EFFIENT,1,7285
NOVOLOG,1,7274
ZIPRASIDONE HCL,1,7273
BYSTOLIC,1,7270
ADVAIR DISKUS,1,7260
WELCHOL,1,7251
DIVALPROEX SODIUM,1,7250
LYRICA,1,7243
GABAPENTIN,1,7237
VYTORIN,2,7235
LIDOCAINE,1,7223
DIOVAN,1,7213
ADVAIR HFA,1,7212
AZOR,1,7205
LIDOCAINE,1,7201
MERCAPTOPURINE,1,7200
ADVAIR DISKUS,1,7199
METHADONE HCL,1,7194
CLOBETASOL PROPIONATE,1,7188
GABAPENTIN,1,7185
NEXIUM,1,7176
DULOXETINE HCL,1,7175
BENICAR,1,7172
LEVOTHYROXINE SODIUM,1,7162
BENICAR HCT,1,7149
WARFARIN SODIUM,1,7141
LYRICA,1,7138
POTASSIUM CHLORIDE,1,7137
LYRICA,1,7124
NEXIUM,1,7111
AZOR,1,7109
LEVOTHYROXINE SODIUM,1,7099
LEVEMIR,1,7098
SYMBICORT,1,7085
LOSARTAN POTASSIUM,1,7073
LYRICA,1,7066
LYRICA,1,7061
DEXILANT,1,7059
PRISTIQ ER,1,7056
OMEGA-3 ACID ETHYL ESTERS,1,7042
NASONEX,1,7037
CLOBETASOL PROPIONATE,1,7032
HYDROCODONE-ACETAMINOPHEN,1,7021
NOVOLOG MIX 70-30,1,7021
ASMANEX,1,7018
ABILIFY,1,7015
MORPHINE SULFATE ER,1,7014
CLOBETASOL PROPIONATE,1,7009
LEVOTHYROXINE SODIUM,1,7008
CELECOXIB,1,7007
FENOFIBRATE,3,7003
PROGRAF,1,6993
ADVAIR DISKUS,1,6991
ONGLYZA,1,6983
TOLTERODINE TARTRATE ER,1,6983
BETHANECHOL CHLORIDE,1,6981
ENALAPRIL MALEATE,1,6977
SYMBICORT,1,6958
LEVETIRACETAM,1,6958
GENGRAF,1,6954
NOVOLIN R,1,6953
OXYCONTIN,1,6952
NOVOLOG FLEXPEN,1,6949
LANTUS SOLOSTAR,1,6937
ATORVASTATIN CALCIUM,1,6934
METOPROLOL SUCCINATE,1,6932
NYSTATIN-TRIAMCINOLONE,1,6918
SPIRIVA,1,6916
RISPERDAL CONSTA,1,6912
COMBIGAN,1,6896
BUDESONIDE,1,6891
AVODART,1,6887
CARVEDILOL,1,6886
TIZANIDINE HCL,1,6880
NAMENDA,1,6875
CELECOXIB,1,6873
ZOSYN,1,6862
PRADAXA,1,6862
BENICAR HCT,1,6859
CLONIDINE,1,6851
NUVIGIL,1,6851
SPIRIVA RESPIMAT,1,6849
BENICAR HCT,1,6849
ZETIA,1,6846
DIOVAN,1,6842
GABAPENTIN,1,6835
ZETIA,1,6814
PRADAXA,1,6793
BRIMONIDINE TARTRATE,1,6787
HYDROCODONE-ACETAMINOPHEN,1,6779
NUEDEXTA,1,6778
LYRICA,1,6770
LISINOPRIL,1,6764
FLOVENT HFA,1,6760
CELEBREX,1,6755
EXELON,1,6750
LANTUS,1,6746
DIOVAN,1,6739
DUREZOL,1,6738
LEVEMIR FLEXTOUCH,1,6732
DULERA,1,6732
TOVIAZ,1,6732
METOPROLOL SUCCINATE,1,6728
EXELON,1,6727
HUMULIN R,1,6727
DOXYCYCLINE HYCLATE,1,6726
APRISO,1,6720
INVOKANA,1,6715
RALOXIFENE HCL,1,6714
CREON,1,6695
RALOXIFENE HCL,1,6695
ATOVAQUONE-PROGUANIL HCL,1,6694
MIRTAZAPINE,1,6680
DURAGESIC,1,6676
JANUVIA,1,6674
SYMBICORT,1,6665
ERYTHROMYCIN,1,6661
ATORVASTATIN CALCIUM,1,6659
VYTORIN,1,6658
EPZICOM,1,6655
ZETIA,1,6648
FENOFIBRATE,1,6636
BYSTOLIC,1,6630
NOVOLOG MIX 70-30,1,6622
LINZESS,1,6618
CALCIPOTRIENE,1,6613
INVOKANA,1,6612
TRADJENTA,1,6594
NEXIUM,1,6587
PROAIR HFA,1,6583
XARELTO,1,6571
PIOGLITAZONE-METFORMIN,1,6570
ZETIA,1,6565
FLUCONAZOLE,1,6564
WELCHOL,1,6559
POTASSIUM CHLORIDE,1,6556
METFORMIN HCL ER,1,6552
SPIRIVA,1,6544
SYMBICORT,1,6541
SPIRIVA,1,6527
OXYCODONE-ACETAMINOPHEN,1,6524
EFFIENT,1,6517
EXELON,1,6499
CRESTOR,1,6491
VICTOZA 2-PAK,1,6481
NEUPRO,1,6477
WELCHOL,1,6473
LIDOCAINE,1,6473
CEFTRIAXONE,2,6465
CHOLESTYRAMINE,1,6461
SIMVASTATIN,1,6460
NOVOLOG FLEXPEN,1,6449
JANUVIA,1,6446
GATIFLOXACIN,1,6445
ASACOL HD,1,6434
APIDRA SOLOSTAR,1,6421
OMEPRAZOLE,1,6415
DULOXETINE HCL,1,6413
ASMANEX,1,6412
SYMBICORT,1,6411
ADVAIR DISKUS,1,6407
HYDROCODONE-ACETAMINOPHEN,1,6404
OXYCODONE HCL,1,6395
ADVAIR DISKUS,1,6395
DULOXETINE HCL,1,6395
LANTUS SOLOSTAR,1,6392
LEVOTHYROXINE SODIUM,1,6389
TOLTERODINE TARTRATE ER,1,6373
NEUPRO,1,6371
LANTUS,1,6366
ADVAIR DISKUS,1,6356
DULOXETINE HCL,1,6346
HUMALOG KWIKPEN U-100,1,6342
LANTUS SOLOSTAR,1,6336
JANUVIA,1,6324
HYDROCODONE-ACETAMINOPHEN,1,6318
VESICARE,1,6315
MEMANTINE HCL,1,6310
PRAVASTATIN SODIUM,1,6292
VESICARE,1,6291
GABAPENTIN,1,6282
LEVOTHYROXINE SODIUM,1,6280
LYRICA,1,6277
CLOZAPINE,1,6276
COMBIVENT RESPIMAT,1,6274
JANUVIA,1,6270
SPIRIVA,1,6255
PROAIR HFA,1,6246
LOVAZA,1,6242
THEOPHYLLINE ANHYDROUS,1,6236
RANEXA,1,6235
BYSTOLIC,1,6234
ARANESP,1,6225
OMEPRAZOLE,1,6219
QVAR,1,6216
DEXILANT,1,6215
PREMARIN,1,6205
NOVOLOG FLEXPEN,1,6205
BUDESONIDE,1,6199
TRADJENTA,1,6191
LEVOTHYROXINE SODIUM,1,6190
BUMETANIDE,1,6190
COLCRYS,1,6187
MOVIPREP,1,6187
BUTRANS,1,6186
PROAIR HFA,1,6182
ATORVASTATIN CALCIUM,1,6178
CRESTOR,1,6175
AMITIZA,1,6170
BRIMONIDINE TARTRATE,1,6169
CARAFATE,1,6168
MORPHINE SULFATE ER,1,6164
HUMULIN 70-30,1,6156
MULTAQ,1,6147
CLONIDINE,1,6146
METFORMIN HCL ER,1,6145
NOVOLOG,1,6142
LINZESS,1,6142
CYCLOSPORINE MODIFIED,1,6141
PATANOL,1,6139
TAMSULOSIN HCL,1,6127
ADVAIR DISKUS,1,6120
COMBIVENT RESPIMAT,1,6116
CLONIDINE,1,6107
PROAIR HFA,1,6106
OXYMORPHONE HCL ER,1,6102
NOVOLIN R,1,6101
JANUVIA,1,6097
DULOXETINE HCL,1,6094
ADVAIR DISKUS,1,6089
ROZEREM,1,6075
BALSALAZIDE DISODIUM,1,6072
ARIPIPRAZOLE,1,6072
SYMBICORT,1,6071
NOVOLOG FLEXPEN,1,6066
DEXILANT,1,6053
LAMIVUDINE,1,6052
FENOFIBRATE,3,6048
LEVOTHYROXINE SODIUM,1,6046
LINZESS,1,6045
RESTASIS,1,6041
METFORMIN HCL ER,1,6035
VOLTAREN,1,6035
XARELTO,1,6029
ECONAZOLE NITRATE,1,6028
TRADJENTA,1,6024
RANEXA,1,6016
SEROQUEL XR,1,6012
LANTUS SOLOSTAR,1,6008
VIGAMOX,1,6002
OMEPRAZOLE,1,5991
NIACIN ER,1,5987
SPIRIVA,1,5973
MYRBETRIQ,1,5961
CLOBETASOL PROPIONATE,1,5940
QVAR,1,5938
POTASSIUM CHLORIDE,1,5912
TRADJENTA,1,5911
JANUMET,1,5911
LANTUS,1,5910
DULERA,1,5895
METHYLPREDNISOLONE,1,5895
METFORMIN HCL ER,1,5891
PRAVASTATIN SODIUM,1,5886
CHLORTHALIDONE,1,5872
RALOXIFENE HCL,1,5871
GENGRAF,1,5859
HYDROXYCHLOROQUINE SULFATE,1,5858
VENLAFAXINE HCL ER,1,5846
CELECOXIB,1,5831
WARFARIN SODIUM,2,5830
DULOXETINE HCL,1,5829
SYMBICORT,1,5824
HYDROCODONE-ACETAMINOPHEN,1,5821
ESOMEPRAZOLE MAGNESIUM,1,5814
XARELTO,1,5813
DILTIAZEM 24HR ER,1,5805
TUDORZA PRESSAIR,1,5803
LINZESS,1,5803
CRESTOR,1,5801
POTASSIUM CHLORIDE,1,5797
VENTOLIN HFA,1,5795
FLECTOR,1,5794
QUETIAPINE FUMARATE,1,5780
FENTANYL,1,5777
FENTANYL,1,5769
LAMIVUDINE-ZIDOVUDINE,1,5766
HUMALOG KWIKPEN U-100,1,5763
BENICAR,1,5749
LANTUS,1,5741
SYMBICORT,1,5739
NORVIR,1,5727
BYETTA,1,5721
NORVIR,1,5720
TUDORZA PRESSAIR,1,5714
NAMENDA,1,5714
BUDESONIDE EC,1,5704
ELIQUIS,1,5701
NEXIUM,1,5699
NIACIN ER,1,5696
POTASSIUM CHLORIDE,1,5689
BENICAR,1,5689
FENOFIBRATE,3,5687
PREMARIN,1,5683
LANTUS,1,5668
OMEGA-3 ACID ETHYL ESTERS,1,5661
LYRICA,1,5660
LEVEMIR FLEXTOUCH,1,5648
OMEPRAZOLE,1,5647
BYSTOLIC,1,5643
RAPAFLO,1,5642
BRILINTA,1,5636
SYMBICORT,1,5633
HUMULIN 70-30,1,5628
PREMARIN,1,5618
OXYCODONE HCL,1,5608
HYDROCODONE-ACETAMINOPHEN,1,5606
COMBIVENT RESPIMAT,1,5598
OMEGA-3 ACID ETHYL ESTERS,1,5597
CREON,1,5589
NAMENDA XR,1,5581
LOSARTAN POTASSIUM,1,5580
LEVETIRACETAM,1,5580
TOLTERODINE TARTRATE ER,1,5579
URSODIOL,1,5566
CRESTOR,1,5566
BENICAR HCT,1,5563
SYMBICORT,1,5563
ZETIA,1,5556
ZETIA,1,5553
CRESTOR,1,5552
FENOFIBRATE,3,5548
SPIRIVA,1,5546
ENALAPRIL MALEATE,1,5545
METOPROLOL SUCCINATE,1,5533
ATORVASTATIN CALCIUM,3,5531
HUMULIN 70/30 KWIKPEN,1,5527
EXFORGE,1,5526
VICTOZA 2-PAK,1,5516
VALSARTAN,1,5512
LIALDA,1,5508
PRAVASTATIN SODIUM,1,5503
RANEXA,1,5502
METFORMIN HCL,1,5499
SERTRALINE HCL,1,5493
LUMIGAN,1,5491
LEVOTHYROXINE SODIUM,1,5489
SAVELLA,1,5488
RANEXA,1,5482
LYRICA,1,5474
QUETIAPINE FUMARATE,1,5473
PATADAY,1,5471
NAMENDA,1,5466
DULOXETINE HCL,1,5463
MONTELUKAST SODIUM,1,5462
FENOFIBRATE,2,5449
ATORVASTATIN CALCIUM,1,5448
NOVOLIN R,1,5443
RANEXA,1,5433
TOVIAZ,1,5428
PRAVASTATIN SODIUM,1,5419
PIROXICAM,1,5414
OXYBUTYNIN CHLORIDE ER,1,5410
MYRBETRIQ,1,5404
AZELASTINE HCL,1,5393
GLIMEPIRIDE,1,5392
SYNTHROID,1,5389
VESICARE,1,5383
FENTANYL,1,5380
FLUOXETINE HCL,1,5378
ENOXAPARIN SODIUM,1,5376
TRADJENTA,1,5372
OXYCODONE-ACETAMINOPHEN,1,5364
DULERA,1,5360
FLUOXETINE HCL,1,5359
ALLOPURINOL,1,5358
NAMENDA XR,1,5354
BROVANA,1,5353
AMLODIPINE BESYLATE,1,5349
ZETIA,1,5346
EXELON,1,5346
DEXILANT,1,5338
SYMBICORT,1,5334
METOPROLOL SUCCINATE,1,5322
NEXIUM,1,5321
PRAVASTATIN SODIUM,1,5312
LEVOTHYROXINE SODIUM,1,5309
TRADJENTA,1,5306
APRISO,1,5301
NOVOLOG MIX 70-30,1,5300
ONGLYZA,1,5298
URSODIOL,1,5295
CARVEDILOL,1,5280
QUETIAPINE FUMARATE,1,5278
PRAVASTATIN SODIUM,2,5275
FLOVENT HFA,1,5273
OXYCONTIN,1,5266
URSODIOL,1,5266
ATORVASTATIN CALCIUM,1,5264
ISOSORBIDE MONONITRATE ER,1,5261
LYRICA,1,5260
LOVAZA,1,5258
RENVELA,1,5253
SPIRIVA RESPIMAT,1,5252
PREDNISOLONE ACETATE,1,5242
LANTUS,1,5240
DIOVAN,1,5239
CLOPIDOGREL,3,5236
RIVASTIGMINE,2,5236
METOPROLOL SUCCINATE,1,5230
NOVOLIN 70-30,1,5229
ATROVENT HFA,1,5225
DEXILANT,1,5224
FARXIGA,1,5216
TORSEMIDE,1,5212
AMITIZA,1,5209
AXIRON,1,5196
EPLERENONE,1,5194
AZOR,1,5194
MYRBETRIQ,1,5190
APRISO,1,5185
GABAPENTIN,1,5183
DIVALPROEX SODIUM ER,1,5181
OMEPRAZOLE,2,5169
VESICARE,1,5162
CLONIDINE,1,5162
HYDROCODONE-ACETAMINOPHEN,1,5156
RALOXIFENE HCL,1,5145
VENLAFAXINE HCL ER,1,5140
DEXILANT,1,5138
CARTIA XT,1,5127
LANSOPRAZOLE,1,5122
TAMSULOSIN HCL,1,5121
GABAPENTIN,1,5119
LEVOFLOXACIN,1,5115
JALYN,1,5114
PREMARIN,1,5109
CLOPIDOGREL,1,5098
PROAIR HFA,1,5092
ZETIA,1,5090
VESICARE,1,5085
BACLOFEN,1,5083
NOVOLOG,1,5080
BUDESONIDE,1,5073
AMLODIPINE BESYLATE,1,5060
METOPROLOL SUCCINATE,1,5060
LOSARTAN POTASSIUM,1,5057
DESONIDE,1,5051
SUMATRIPTAN SUCCINATE,1,5049
OXYBUTYNIN CHLORIDE ER,1,5042
DOXAZOSIN MESYLATE,1,5042
VOLTAREN,1,5038
ENALAPRIL MALEATE,1,5038
COMBIVENT RESPIMAT,1,5035
JANUVIA,1,5028
DULOXETINE HCL,1,5027
LOTEMAX,1,5027
LEVITRA,1,5025
BENICAR,1,5018
VESICARE,1,5018
VICTOZA 2-PAK,1,5011
AMLODIPINE-VALSARTAN,1,5011
RALOXIFENE HCL,1,5007
METOPROLOL SUCCINATE,1,5004
HUMALOG,1,5003
LANTUS,1,5001
LISINOPRIL,1,4997
GABAPENTIN,1,4985
POTASSIUM CHLORIDE,1,4984
COMBIVENT RESPIMAT,1,4972
ADVAIR DISKUS,1,4965
HYDROCODONE-ACETAMINOPHEN,1,4960
LANTUS SOLOSTAR,1,4960
OXYCODONE-ACETAMINOPHEN,1,4959
OMEGA-3 ACID ETHYL ESTERS,1,4958
COLCRYS,1,4958
HUMALOG MIX 75-25 KWIKPEN,1,4956
OXYMORPHONE HCL ER,1,4956
NOVOLIN 70-30,1,4954
RISEDRONATE SODIUM,1,4949
BYSTOLIC,1,4946
VASCEPA,1,4945
FLOVENT HFA,1,4939
NADOLOL,1,4930
HYDROXYCHLOROQUINE SULFATE,1,4923
XARELTO,1,4912
HYDROCODONE-ACETAMINOPHEN,1,4907
LYRICA,1,4904
PRADAXA,1,4899
ATORVASTATIN CALCIUM,1,4897
ALPRAZOLAM,1,4897
ZETIA,1,4897
LYRICA,1,4885
DONEPEZIL HCL,1,4884
OXYCONTIN,1,4881
LANTUS,1,4878
ATORVASTATIN CALCIUM,1,4878
VALSARTAN,1,4877
PROAIR HFA,1,4864
AZOPT,1,4859
HYDRALAZINE HCL,1,4854
LATANOPROST,1,4845
METOPROLOL SUCCINATE,1,4841
AGGRENOX,1,4837
NASONEX,1,4828
DOXYCYCLINE HYCLATE,1,4825
LAMIVUDINE,1,4825
CRESTOR,1,4813
FLECAINIDE ACETATE,1,4808
DYMISTA,1,4802
SYMBICORT,1,4801
OMEPRAZOLE,1,4799
METHOTREXATE,1,4799
AMLODIPINE BESYLATE,1,4795
LIALDA,1,4794
METFORMIN HCL ER,1,4794
BENICAR HCT,1,4793
METOPROLOL SUCCINATE,1,4793
AMBIEN,1,4792
OXYCODONE HCL,1,4790
COLCRYS,1,4787
DULERA,1,4786
HUMALOG MIX 75-25,1,4783
MODAFINIL,1,4782
VANCOMYCIN HCL,2,4781
OMEPRAZOLE,1,4777
DULOXETINE HCL,1,4776
DIVALPROEX SODIUM ER,1,4768
ADVAIR DISKUS,1,4763
VANCOMYCIN HCL,1,4763
DIVALPROEX SODIUM ER,1,4760
OXYCONTIN,1,4754
METOPROLOL TARTRATE,1,4749
OXYCONTIN,1,4745
METRONIDAZOLE,1,4737
FLUPHENAZINE DECANOATE,1,4737
ACETAMINOPHEN-CODEINE,1,4736
RANEXA,1,4736
CELEBREX,1,4732
METOPROLOL TARTRATE,1,4730
LOSARTAN POTASSIUM,3,4728
RISPERIDONE,1,4727
LEVEMIR FLEXTOUCH,1,4726
PREDNISOLONE ACETATE,1,4726
SYMBICORT,1,4713
AMITIZA,1,4709
OMEPRAZOLE,1,4700
LEVETIRACETAM,1,4699
HYDROCODONE-ACETAMINOPHEN,1,4696
AMITIZA,1,4695
METOPROLOL SUCCINATE,1,4690
DIVALPROEX SODIUM ER,1,4690
CELECOXIB,1,4688
ATORVASTATIN CALCIUM,1,4687
SUMATRIPTAN SUCCINATE,1,4683
NIACIN ER,1,4677
LISINOPRIL,1,4676
VALSARTAN,1,4659
NOVOLIN 70-30,1,4650
NEXIUM,1,4644
MIDODRINE HCL,1,4643
FENOFIBRATE,3,4641
LISINOPRIL,1,4640
PANTOPRAZOLE SODIUM,1,4639
VYTORIN,1,4634
COMBIVENT RESPIMAT,1,4627
LEVEMIR FLEXTOUCH,1,4625
RILUZOLE,1,4623
PROAIR HFA,1,4613
AZOPT,1,4613
METOPROLOL SUCCINATE,1,4610
EXELON,1,4610
VALSARTAN,1,4601
PRAVASTATIN SODIUM,1,4598
METFORMIN HCL ER,1,4597
FENOFIBRATE,3,4591
POLYETHYLENE GLYCOL 3350,1,4590
TRADJENTA,1,4590
PROAIR HFA,1,4587
CARBAMAZEPINE ER,1,4580
TAMSULOSIN HCL,1,4579
HYDRALAZINE HCL,1,4575
DIOVAN,1,4573
COLCRYS,1,4570
FENTANYL,1,4570
SIMVASTATIN,1,4558
CLOBETASOL PROPIONATE,1,4558
METOPROLOL SUCCINATE,1,4557
CEFTRIAXONE,2,4554
BENICAR,1,4550
CRESTOR,1,4548
OMEPRAZOLE,1,4548
PRADAXA,1,4541
BREO ELLIPTA,1,4539
MORPHINE SULFATE ER,1,4529
CARBAMAZEPINE,1,4523
LANTUS SOLOSTAR,1,4522
POTASSIUM CHLORIDE,1,4522
BENICAR,1,4521
PRAVASTATIN SODIUM,1,4521
TUDORZA PRESSAIR,1,4517
TOPROL XL,1,4513
FLUOCINONIDE,1,4508
CLOBETASOL PROPIONATE,1,4501
HUMULIN R,1,4494
SPIRIVA,1,4494
XARELTO,1,4492
TAMSULOSIN HCL,1,4491
BETAMETHASONE DIPROPIONATE,1,4488
ALBUTEROL SULFATE,1,4486
RESTASIS,1,4475
AMITIZA,1,4460
METFORMIN HCL,1,4456
VALSARTAN,1,4456
TAMSULOSIN HCL,1,4455
CLOPIDOGREL,1,4452
CARVEDILOL,1,4448
BUTRANS,1,4446
LINZESS,1,4443
ADVAIR DISKUS,1,4442
BENICAR,1,4442
NYSTATIN-TRIAMCINOLONE,1,4442
LUMIGAN,1,4439
SYMBICORT,1,4438
HUMULIN R,1,4433
RANEXA,1,4429
PLAVIX,1,4427
LYRICA,1,4427
CELECOXIB,1,4422
RISPERIDONE,1,4420
PHENOBARBITAL,1,4418
PATANOL,1,4413
JANUMET,1,4412
DICLOFENAC SODIUM,1,4411
PRAVASTATIN SODIUM,1,4405
LINZESS,1,4404
VALSARTAN,1,4402
LOSARTAN POTASSIUM,1,4400
RAPAFLO,1,4399
HYDROCODONE-ACETAMINOPHEN,1,4392
PROAIR HFA,1,4392
ZOLOFT,1,4390
QVAR,1,4382
AVODART,1,4381
LEVOTHYROXINE SODIUM,1,4376
PROAIR HFA,1,4374
MONUROL,1,4366
SPIRIVA,1,4366
BYSTOLIC,1,4364
ZETIA,1,4355
GLUCAGEN,1,4353
SANTYL,1,4352
ESCITALOPRAM OXALATE,1,4348
PROCRIT,1,4348
CELECOXIB,1,4343
FONDAPARINUX SODIUM,1,4341
VALSARTAN,1,4338
RISPERIDONE,1,4336
OXYCODONE-ACETAMINOPHEN,1,4335
LEFLUNOMIDE,1,4332
OMEGA-3 ACID ETHYL ESTERS,1,4328
SANTYL,1,4327
AVODART,1,4319
ATORVASTATIN CALCIUM,1,4319
AGGRENOX,1,4315
LEFLUNOMIDE,1,4312
MEMANTINE HCL,1,4307
BENICAR,1,4304
PATANOL,1,4302
CANASA,1,4302
SYNTHROID,1,4293
OMEPRAZOLE,1,4293
CRESTOR,1,4293
ANORO ELLIPTA,1,4290
PROLENSA,1,4287
ZIPRASIDONE HCL,1,4285
METOPROLOL SUCCINATE,1,4283
LUMIGAN,1,4278
LUMIGAN,1,4276
EXEMESTANE,1,4275
PRAVASTATIN SODIUM,1,4274
SUBOXONE,1,4273
MESALAMINE,1,4272
DULOXETINE HCL,1,4270
MORPHINE SULFATE ER,1,4261
ALLOPURINOL,1,4258
ATORVASTATIN CALCIUM,1,4255
GABAPENTIN,1,4254
ONGLYZA,1,4253
DIVALPROEX SODIUM ER,1,4250
PREMARIN,1,4244
BYSTOLIC,1,4240
CRESTOR,1,4239
VENTOLIN HFA,1,4233
XARELTO,1,4231
BYSTOLIC,1,4228
NEXIUM,1,4225
NAMENDA XR,1,4222
DULOXETINE HCL,1,4214
HUMULIN 70-30,1,4213
XARELTO,1,4210
STRATTERA,1,4210
ESOMEPRAZOLE MAGNESIUM,1,4207
SIMVASTATIN,3,4206
TROSPIUM CHLORIDE,1,4205
MIRTAZAPINE,1,4205
VIIBRYD,1,4203
ADVAIR DISKUS,1,4202
ESOMEPRAZOLE MAGNESIUM,1,4197
ATORVASTATIN CALCIUM,1,4192
PRADAXA,1,4185
HUMULIN 70-30,1,4177
ACTONEL,1,4175
PREMARIN,1,4174
PRADAXA,1,4171
BD ULTRA-FINE PEN NEEDLE,1,4169
NISOLDIPINE,1,4168
NAMENDA,1,4165
ATORVASTATIN CALCIUM,1,4162
DULOXETINE HCL,1,4154
RISPERIDONE,1,4151
AVODART,1,4151
FLUOROURACIL,1,4150
METOPROLOL TARTRATE,1,4150
ZETIA,1,4149
PREDNISONE,1,4142
DORZOLAMIDE-TIMOLOL,1,4136
ULORIC,1,4134
OMEPRAZOLE,1,4132
SPIRIVA,1,4121
POTASSIUM CHLORIDE,1,4120
EFFIENT,1,4118
PATANOL,1,4115
BALSALAZIDE DISODIUM,1,4111
LEVETIRACETAM,1,4107
NOVOLIN 70-30,1,4099
ADVAIR DISKUS,1,4097
OXYCODONE-ACETAMINOPHEN,1,4095
LANSOPRAZOLE,1,4084
LEVOTHYROXINE SODIUM,1,4084
OMEGA-3 ACID ETHYL ESTERS,1,4082
BYSTOLIC,1,4081
ROZEREM,1,4079
SYNTHROID,1,4078
POTASSIUM CHLORIDE,1,4077
NIFEDIPINE ER,1,4075
TIZANIDINE HCL,1,4068
ASACOL HD,1,4067
FENOFIBRATE,5,4066
TIMOLOL MALEATE,1,4066
ZOLPIDEM TARTRATE ER,1,4060
BENICAR,1,4058
AZATHIOPRINE,1,4057
XARELTO,1,4053
ONGLYZA,1,4053
ESCITALOPRAM OXALATE,1,4053
ADVAIR DISKUS,1,4045
FENTANYL,1,4041
VOLTAREN,1,4039
XARELTO,1,4037
PRADAXA,1,4035
ATORVASTATIN CALCIUM,1,4030
HALOPERIDOL DECANOATE,1,4026
OLANZAPINE,1,4021
SYMBICORT,1,4017
INSULIN SYRINGE,3,4014
VENLAFAXINE HCL ER,1,4011
TOLTERODINE TARTRATE ER,1,4009
PROAIR HFA,1,4007
DEXILANT,1,4007
